Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
04/07/2026 17:06,04/07/2026 17:10,XAUUSD,Sell,0.030,4619.56000,0.00000,4615.69000,4619.85000,-0.1800,0.0000,-416.0,-12.66,-1.29,"Gold G system[sl 4619.56]",00:00:04:09,,,,,,,,,,,,
04/07/2026 04:00,04/07/2026 04:02,XAUUSD,Sell,0.030,4652.31000,0.00000,4642.90000,4652.71000,-0.1800,0.0000,-981.0,-29.61,-2.93,"Gold G system",00:00:02:03,,,,,,,,,,,,
04/07/2026 04:00,04/07/2026 04:01,XAUUSD,Sell,0.030,4650.53000,0.00000,4642.90000,4649.90000,-0.1800,0.0000,-700.0,-21.18,-2.05,"Gold G system[sl 4650.53]",00:00:01:55,,,,,,,,,,,,
04/06/2026 12:00,04/06/2026 12:50,XAUUSD,Buy,0.030,4696.23000,0.00000,4701.48000,4694.87000,-0.1800,0.0000,-661.0,-20.01,-1.90,"Gold G system[sl 4696.23]",00:00:50:05,0.0,0s,4059.0,5000.00,0.0,0.0,-4059.0,-121.77,0.0,83.7,-661.00,-19.83
04/06/2026 10:51,04/06/2026 11:08,XAUUSD,Buy,0.030,4684.39000,0.00000,4678.92000,4684.29000,-0.1800,0.0000,537.0,15.93,1.54,"Gold G system[sl 4684.39]",00:00:16:45,100.0,16m,1102.0,0.00,1639.0,49.17,0.0,0.0,100.0,32.8,-1102.00,-33.06
04/02/2026 08:33,04/02/2026 08:34,XAUUSD,Sell,0.030,4649.73000,0.00000,4648.83000,4649.80000,-0.1800,0.0000,-97.0,-3.09,-0.30,"Gold G system",00:00:00:49,,,,,,,,,,,,
04/02/2026 02:15,04/02/2026 02:35,XAUUSD,Buy,0.030,4791.44000,0.00000,4793.05000,4791.46000,-0.1800,0.0000,-159.0,-4.95,-0.47,"Gold G system[sl 4791.44]",00:00:20:36,0.0,0s,12560.0,0.00,0.0,0.0,-12560.0,-376.8,0.0,98.7,-159.00,-4.77
04/01/2026 17:52,04/01/2026 17:58,XAUUSD,Buy,0.030,4760.30000,0.00000,4762.94000,4760.26000,-0.1800,0.0000,-268.0,-8.22,-0.78,"Gold G system[sl 4760.30]",00:00:05:25,83.4,4m,1938.0,0.16,1670.0,50.1,-268.0,-8.04,86.2,0.0,-1938.00,-58.14
04/01/2026 14:30,04/01/2026 14:47,XAUUSD,Buy,0.030,4754.36000,0.00000,4749.66000,4754.23000,-0.1800,0.0000,457.0,13.53,1.30,"Gold G system[sl 4754.36]",00:00:16:49,53.0,8m,1006.0,1.37,732.0,21.96,-1006.0,-30.18,42.1,84.2,-275.00,-8.25
04/01/2026 09:48,04/01/2026 10:03,XAUUSD,Buy,0.030,4724.55000,0.00000,4724.23000,4724.18000,-0.1800,0.0000,-5.0,-0.33,-0.03,"Gold G system[sl 4724.55]",00:00:15:05,,,,,,,,,,,,
03/31/2026 17:02,03/31/2026 17:03,XAUUSD,Buy,0.030,4616.77000,0.00000,4621.17000,4616.64000,-0.1800,0.0000,-453.0,-13.77,-1.31,"Gold G system",00:00:00:46,,,,,,,,,,,,
03/31/2026 04:24,03/31/2026 04:27,XAUUSD,Buy,0.030,4577.20000,0.00000,4581.59000,4576.96000,-0.1800,0.0000,-463.0,-14.07,-1.32,"Gold G system",00:00:02:37,,,,,,,,,,,,
03/31/2026 03:20,03/31/2026 03:20,XAUUSD,Sell,0.030,4493.90000,0.00000,4486.57000,4493.90000,-0.1800,0.0000,-733.0,-22.17,-2.04,"Gold G system",00:00:00:30,,,,,,,,,,,,
03/30/2026 20:57,03/30/2026 21:02,XAUUSD,Sell,0.030,4521.17000,0.00000,4512.45000,4521.26000,-0.1800,0.0000,-881.0,-26.61,-2.38,"Gold G system[sl 4521.17]",00:00:04:26,0.0,0s,881.0,909.09,0.0,0.0,-881.0,-26.43,0.0,0.0,-881.00,-26.43
03/30/2026 14:42,03/30/2026 14:53,XAUUSD,Buy,0.030,4572.38000,0.00000,4551.53000,4571.92000,-0.1800,0.0000,2039.0,60.99,5.78,"Gold G system[sl 4572.38]",00:00:10:39,9.1,58s,2857.0,1.40,2039.0,61.169999999999995,-2857.0,-85.71,41.6,100.0,0.00,0.00
03/30/2026 14:44,03/30/2026 14:53,XAUUSD,Buy,0.030,4572.30000,0.00000,4558.00000,4571.92000,-0.1800,0.0000,1392.0,41.58,4.10,"Gold G system[sl 4572.30]",00:00:08:25,11.2,56s,2894.0,2.08,1392.0,41.76,-2894.0,-86.82,32.5,100.0,0.00,0.00
03/27/2026 17:47,03/27/2026 17:54,XAUUSD,Buy,0.030,4491.15000,0.00000,4474.77000,4491.14000,-0.1800,0.0000,1637.0,48.93,5.07,"Gold G system[sl 4491.15]",00:00:06:57,100.0,6m,627.0,0.00,2264.0,67.92,0.0,0.0,100.0,72.3,-627.00,-18.81
03/27/2026 17:50,03/27/2026 17:54,XAUUSD,Buy,0.030,4491.11000,0.00000,4479.34000,4491.06000,-0.1800,0.0000,1172.0,34.98,3.76,"Gold G system[sl 4491.11]",00:00:03:51,,,,,,,,,,,,
03/26/2026 22:54,03/26/2026 23:11,XAUUSD,Sell,0.030,4360.24000,0.00000,4365.09000,4364.43000,-0.1800,0.0000,66.0,1.80,0.19,"Gold G system[sl 4360.24]",00:00:17:00,,,,,,,,,,,,
03/26/2026 19:21,03/26/2026 19:23,XAUUSD,Sell,0.030,4399.20000,0.00000,4411.35000,4399.80000,-0.1800,0.0000,1155.0,34.47,3.86,"Gold G system[sl 4399.20]",00:00:01:59,,,,,,,,,,,,
03/26/2026 11:43,03/26/2026 11:44,XAUUSD,Sell,0.030,4421.82000,0.00000,4412.79000,4421.84000,-0.1800,0.0000,-905.0,-27.33,-2.97,"Gold G system[sl 4421.82]",00:00:00:20,,,,,,,,,,,,
03/26/2026 08:30,03/26/2026 08:37,XAUUSD,Sell,0.030,4495.24000,0.00000,4485.01000,4495.45000,-0.1800,0.0000,-1044.0,-31.50,-3.31,"Gold G system[sl 4495.24]",00:00:07:26,,,,,,,,,,,,
03/25/2026 22:08,03/25/2026 22:12,XAUUSD,Sell,0.030,4496.15000,0.00000,4518.99000,4496.31000,-0.1800,0.0000,2268.0,67.86,7.67,"Gold G system",00:00:03:30,,,,,,,,,,,,
03/25/2026 15:31,03/25/2026 15:32,XAUUSD,Sell,0.030,4533.18000,0.00000,4524.28000,4533.41000,-0.1800,0.0000,-913.0,-27.57,-3.02,"Gold G system[sl 4533.18]",00:00:00:39,,,,,,,,,,,,
03/25/2026 02:36,03/25/2026 02:40,XAUUSD,Buy,0.020,4536.23000,0.00000,4513.31000,4535.56000,-0.1200,0.0000,2225.0,44.38,5.12,"Gold G system",00:00:04:13,100.0,4m,5838.0,0.00,8063.0,161.26,0.0,0.0,100.0,27.6,-5838.00,-116.76
03/24/2026 23:24,03/24/2026 23:27,XAUUSD,Buy,0.020,4471.85000,0.00000,4441.81000,4471.76000,-0.1200,0.0000,2995.0,59.78,7.40,"Gold G system",00:00:03:08,,,,,,,,,,,,
03/24/2026 13:16,03/24/2026 13:26,XAUUSD,Buy,0.020,4423.47000,0.00000,4432.48000,4423.38000,-0.1200,0.0000,-910.0,-18.32,-2.22,"Gold G system[sl 4423.47]",00:00:09:42,0.0,0s,6015.0,10000.00,0.0,0.0,-6015.0,-120.3,0.0,84.9,-910.00,-18.20
03/23/2026 08:51,03/23/2026 08:55,XAUUSD,Sell,0.020,4313.24000,0.00000,4317.35000,4313.34000,-0.1200,0.0000,401.0,7.90,0.97,"Gold G system[sl 4313.24]",00:00:04:00,,,,,,,,,,,,
03/20/2026 16:51,03/20/2026 17:03,XAUUSD,Sell,0.020,4620.47000,0.00000,4633.44000,4620.84000,-0.1200,0.0000,1260.0,25.08,3.16,"Gold G system[sl 4620.47]",00:00:11:19,100.0,11m,4140.0,0.00,5400.0,108.0,0.0,0.0,100.0,23.3,-4140.00,-82.80
03/20/2026 04:06,03/20/2026 04:09,XAUUSD,Buy,0.020,4667.44000,0.00000,4677.17000,4667.04000,-0.1200,0.0000,-1013.0,-20.38,-2.51,"Gold G system",00:00:03:07,,,,,,,,,,,,
03/19/2026 09:35,03/19/2026 09:39,XAUUSD,Sell,0.020,4800.27000,0.00000,4801.87000,4800.48000,-0.1200,0.0000,139.0,2.66,0.33,"Gold G system",00:00:03:57,,,,,,,,,,,,
03/18/2026 23:11,03/18/2026 23:38,XAUUSD,Sell,0.020,4819.66000,0.00000,4834.16000,4819.87000,-0.1200,0.0000,1429.0,28.46,3.64,"Gold G system[sl 4819.66]",00:00:26:18,37.1,9m,972.0,0.34,1429.0,28.580000000000002,-480.0,-9.6,74.9,100.0,0.00,0.00
03/18/2026 13:35,03/18/2026 13:39,XAUUSD,Sell,0.020,4976.56000,0.00000,4969.04000,4976.67000,-0.1200,0.0000,-763.0,-15.38,-1.93,"Gold G system[sl 4976.56]",00:00:03:28,,,,,,,,,,,,
03/18/2026 13:35,03/18/2026 13:37,XAUUSD,Sell,0.020,4970.97000,0.00000,4972.57000,4971.31000,-0.1200,0.0000,126.0,2.40,0.30,"Gold G system[sl 4970.97]",00:00:02:18,,,,,,,,,,,,
03/18/2026 11:45,03/18/2026 12:05,XAUUSD,Sell,0.020,4990.80000,0.00000,4980.70000,4990.83000,-0.1200,0.0000,-1013.0,-20.38,-2.50,"Gold G system[sl 4990.80]",00:00:19:41,95.0,18m,6866.0,0.17,5853.0,117.06,-1013.0,-20.26,85.2,0.0,-6866.00,-137.32
03/18/2026 09:36,03/18/2026 10:35,XAUUSD,Buy,0.020,5005.69000,0.00000,5015.79000,5005.47000,-0.1200,0.0000,-1032.0,-20.76,-2.48,"Gold G system[sl 5005.69]",00:00:58:59,0.0,0s,4925.0,5000.00,0.0,0.0,-4925.0,-98.5,0.0,79.0,-1032.00,-20.64
03/17/2026 18:35,03/17/2026 18:37,XAUUSD,Sell,0.020,4989.55000,0.00000,4991.15000,4989.59000,-0.1200,0.0000,156.0,3.00,0.36,"Gold G system[sl 4989.55]",00:00:01:38,,,,,,,,,,,,
